id,cg_id,date,open,high,low,close
fiat_eur_15032017,fiat_eur,15-03-2017,1.07319,1.07702,1.07055,1.07636
fiat_eur_16032017,fiat_eur,16-03-2017,1.07636,1.07823,1.07273,1.07379
fiat_eur_17032017,fiat_eur,17-03-2017,1.07636,1.07823,1.07273,1.07379
fiat_eur_18032017,fiat_eur,18-03-2017,1.07636,1.07823,1.07273,1.07379
fiat_eur_19032017,fiat_eur,19-03-2017,1.07324,1.07771,1.07249,1.07392
fiat_eur_20032017,fiat_eur,20-03-2017,1.07392,1.08192,1.07188,1.08095
fiat_eur_21032017,fiat_eur,21-03-2017,1.08095,1.08245,1.07757,1.07968
fiat_eur_22032017,fiat_eur,22-03-2017,1.07968,1.08049,1.07679,1.07835
fiat_eur_23032017,fiat_eur,23-03-2017,1.07835,1.08179,1.076,1.07961
fiat_eur_24032017,fiat_eur,24-03-2017,1.07835,1.08179,1.076,1.07961
fiat_eur_25032017,fiat_eur,25-03-2017,1.07835,1.08179,1.076,1.07961
fiat_eur_26032017,fiat_eur,26-03-2017,1.08331,1.09057,1.08207,1.08626
fiat_eur_27032017,fiat_eur,27-03-2017,1.08626,1.08725,1.07985,1.08127
fiat_eur_28032017,fiat_eur,28-03-2017,1.08127,1.08264,1.07395,1.07643
fiat_eur_29032017,fiat_eur,29-03-2017,1.07643,1.07695,1.06716,1.06733
fiat_eur_30032017,fiat_eur,30-03-2017,1.06733,1.07017,1.06511,1.06567
fiat_eur_31032017,fiat_eur,31-03-2017,1.06733,1.07017,1.06511,1.06567
fiat_eur_01042017,fiat_eur,01-04-2017,1.06733,1.07017,1.06511,1.06567
fiat_eur_02042017,fiat_eur,02-04-2017,1.0659,1.0681,1.06422,1.06691
fiat_eur_03042017,fiat_eur,03-04-2017,1.06691,1.06771,1.06345,1.06712
fiat_eur_04042017,fiat_eur,04-04-2017,1.06712,1.0689,1.06324,1.06615
fiat_eur_05042017,fiat_eur,05-04-2017,1.06615,1.0684,1.06288,1.0643
fiat_eur_06042017,fiat_eur,06-04-2017,1.0643,1.06669,1.05803,1.05891
fiat_eur_07042017,fiat_eur,07-04-2017,1.0643,1.06669,1.05803,1.05891
fiat_eur_08042017,fiat_eur,08-04-2017,1.0643,1.06669,1.05803,1.05891
fiat_eur_09042017,fiat_eur,09-04-2017,1.05852,1.06066,1.05693,1.0595
fiat_eur_10042017,fiat_eur,10-04-2017,1.0595,1.06299,1.05784,1.06039
fiat_eur_11042017,fiat_eur,11-04-2017,1.06039,1.06749,1.05885,1.06644
fiat_eur_12042017,fiat_eur,12-04-2017,1.06644,1.06776,1.06089,1.06114
fiat_eur_13042017,fiat_eur,13-04-2017,1.06114,1.06295,1.06023,1.06023
fiat_eur_14042017,fiat_eur,14-04-2017,1.06114,1.06295,1.06023,1.06023
fiat_eur_15042017,fiat_eur,15-04-2017,1.06114,1.06295,1.06023,1.06023
fiat_eur_16042017,fiat_eur,16-04-2017,1.06125,1.06702,1.06025,1.06425
fiat_eur_17042017,fiat_eur,17-04-2017,1.06425,1.07359,1.06371,1.07293
fiat_eur_18042017,fiat_eur,18-04-2017,1.07293,1.07367,1.06999,1.07106
fiat_eur_19042017,fiat_eur,19-04-2017,1.07106,1.07774,1.07087,1.07153
fiat_eur_20042017,fiat_eur,20-04-2017,1.07153,1.0738,1.06821,1.07245
fiat_eur_21042017,fiat_eur,21-04-2017,1.07153,1.0738,1.06821,1.07245
fiat_eur_22042017,fiat_eur,22-04-2017,1.07153,1.0738,1.06821,1.07245
fiat_eur_23042017,fiat_eur,23-04-2017,1.09184,1.09184,1.08207,1.0865
fiat_eur_24042017,fiat_eur,24-04-2017,1.0865,1.09499,1.08512,1.09259
fiat_eur_25042017,fiat_eur,25-04-2017,1.09259,1.09508,1.08552,1.09038
fiat_eur_26042017,fiat_eur,26-04-2017,1.09038,1.09327,1.08515,1.087
fiat_eur_27042017,fiat_eur,27-04-2017,1.087,1.09472,1.08569,1.08976
fiat_eur_28042017,fiat_eur,28-04-2017,1.087,1.09472,1.08569,1.08976
fiat_eur_29042017,fiat_eur,29-04-2017,1.087,1.09472,1.08569,1.08976
fiat_eur_30042017,fiat_eur,30-04-2017,1.09103,1.09238,1.08838,1.08982
fiat_eur_01052017,fiat_eur,01-05-2017,1.08982,1.09331,1.08877,1.09314
fiat_eur_02052017,fiat_eur,02-05-2017,1.09314,1.09368,1.08826,1.08833
fiat_eur_03052017,fiat_eur,03-05-2017,1.08833,1.09872,1.08747,1.09824
fiat_eur_04052017,fiat_eur,04-05-2017,1.09824,1.09989,1.09453,1.0998
fiat_eur_05052017,fiat_eur,05-05-2017,1.09824,1.09989,1.09453,1.0998
fiat_eur_06052017,fiat_eur,06-05-2017,1.09824,1.09989,1.09453,1.0998
fiat_eur_07052017,fiat_eur,07-05-2017,1.10163,1.10211,1.0916,1.09222
fiat_eur_08052017,fiat_eur,08-05-2017,1.09222,1.09332,1.08632,1.08727
fiat_eur_09052017,fiat_eur,09-05-2017,1.08727,1.0898,1.08528,1.08656
fiat_eur_10052017,fiat_eur,10-05-2017,1.08656,1.08929,1.0839,1.08607
fiat_eur_11052017,fiat_eur,11-05-2017,1.08607,1.09341,1.08552,1.09313
fiat_eur_12052017,fiat_eur,12-05-2017,1.08607,1.09341,1.08552,1.09313
fiat_eur_13052017,fiat_eur,13-05-2017,1.08607,1.09341,1.08552,1.09313
fiat_eur_14052017,fiat_eur,14-05-2017,1.09291,1.09893,1.09225,1.09745
fiat_eur_15052017,fiat_eur,15-05-2017,1.09745,1.10972,1.09733,1.10821
fiat_eur_16052017,fiat_eur,16-05-2017,1.10821,1.11621,1.10793,1.11583
fiat_eur_17052017,fiat_eur,17-05-2017,1.11583,1.11718,1.10753,1.11011
fiat_eur_18052017,fiat_eur,18-05-2017,1.11011,1.12117,1.10959,1.12071
fiat_eur_19052017,fiat_eur,19-05-2017,1.11011,1.12117,1.10959,1.12071
fiat_eur_20052017,fiat_eur,20-05-2017,1.11011,1.12117,1.10959,1.12071
fiat_eur_21052017,fiat_eur,21-05-2017,1.11944,1.12634,1.11613,1.12368
fiat_eur_22052017,fiat_eur,22-05-2017,1.12368,1.12679,1.1175,1.11809
fiat_eur_23052017,fiat_eur,23-05-2017,1.11809,1.12199,1.11683,1.12166
fiat_eur_24052017,fiat_eur,24-05-2017,1.12166,1.12501,1.11934,1.1209
fiat_eur_25052017,fiat_eur,25-05-2017,1.1209,1.12345,1.11601,1.11788
fiat_eur_26052017,fiat_eur,26-05-2017,1.1209,1.12345,1.11601,1.11788
fiat_eur_27052017,fiat_eur,27-05-2017,1.1209,1.12345,1.11601,1.11788
fiat_eur_28052017,fiat_eur,28-05-2017,1.11685,1.11898,1.11617,1.11626
fiat_eur_29052017,fiat_eur,29-05-2017,1.11626,1.12052,1.11091,1.11846
fiat_eur_30052017,fiat_eur,30-05-2017,1.11846,1.12521,1.11642,1.12422
fiat_eur_31052017,fiat_eur,31-05-2017,1.12422,1.12566,1.12001,1.12107
fiat_eur_01062017,fiat_eur,01-06-2017,1.12107,1.1285,1.12049,1.12802
fiat_eur_02062017,fiat_eur,02-06-2017,1.12107,1.1285,1.12049,1.12802
fiat_eur_03062017,fiat_eur,03-06-2017,1.12107,1.1285,1.12049,1.12802
fiat_eur_04062017,fiat_eur,04-06-2017,1.1271,1.12834,1.12339,1.12535
fiat_eur_05062017,fiat_eur,05-06-2017,1.12535,1.12844,1.12403,1.12758
fiat_eur_06062017,fiat_eur,06-06-2017,1.12758,1.12826,1.1204,1.12561
fiat_eur_07062017,fiat_eur,07-06-2017,1.12561,1.12691,1.11944,1.12122
fiat_eur_08062017,fiat_eur,08-06-2017,1.12122,1.12365,1.11662,1.11951
fiat_eur_09062017,fiat_eur,09-06-2017,1.12122,1.12365,1.11662,1.11951
fiat_eur_10062017,fiat_eur,10-06-2017,1.12122,1.12365,1.11662,1.11951
fiat_eur_11062017,fiat_eur,11-06-2017,1.12068,1.12322,1.11917,1.1203
fiat_eur_12062017,fiat_eur,12-06-2017,1.1203,1.12248,1.11851,1.12086
fiat_eur_13062017,fiat_eur,13-06-2017,1.12086,1.12957,1.11929,1.12175
fiat_eur_14062017,fiat_eur,14-06-2017,1.12175,1.12285,1.1132,1.11448
fiat_eur_15062017,fiat_eur,15-06-2017,1.11448,1.12016,1.11383,1.11955
fiat_eur_16062017,fiat_eur,16-06-2017,1.11448,1.12016,1.11383,1.11955
fiat_eur_17062017,fiat_eur,17-06-2017,1.11448,1.12016,1.11383,1.11955
fiat_eur_18062017,fiat_eur,18-06-2017,1.12053,1.12128,1.1143,1.1147
fiat_eur_19062017,fiat_eur,19-06-2017,1.1147,1.11648,1.11188,1.11327
fiat_eur_20062017,fiat_eur,20-06-2017,1.11327,1.11689,1.11272,1.11681
fiat_eur_21062017,fiat_eur,21-06-2017,1.11681,1.11778,1.11392,1.11509
fiat_eur_22062017,fiat_eur,22-06-2017,1.11509,1.12088,1.11451,1.11921
fiat_eur_23062017,fiat_eur,23-06-2017,1.11509,1.12088,1.11451,1.11921
fiat_eur_24062017,fiat_eur,24-06-2017,1.11509,1.12088,1.11451,1.11921
fiat_eur_25062017,fiat_eur,25-06-2017,1.11939,1.12198,1.11717,1.11815
fiat_eur_26062017,fiat_eur,26-06-2017,1.11815,1.13493,1.11789,1.13376
fiat_eur_27062017,fiat_eur,27-06-2017,1.13376,1.13908,1.12907,1.13757
fiat_eur_28062017,fiat_eur,28-06-2017,1.13757,1.14455,1.13731,1.14386
fiat_eur_29062017,fiat_eur,29-06-2017,1.14386,1.14453,1.1392,1.14172
fiat_eur_30062017,fiat_eur,30-06-2017,1.14386,1.14453,1.1392,1.14172
fiat_eur_01072017,fiat_eur,01-07-2017,1.14386,1.14453,1.1392,1.14172
fiat_eur_02072017,fiat_eur,02-07-2017,1.14174,1.14266,1.13549,1.13629
fiat_eur_03072017,fiat_eur,03-07-2017,1.13629,1.13768,1.13361,1.13463
fiat_eur_04072017,fiat_eur,04-07-2017,1.13463,1.13686,1.13122,1.13499
fiat_eur_05072017,fiat_eur,05-07-2017,1.13499,1.14246,1.13297,1.14226
fiat_eur_06072017,fiat_eur,06-07-2017,1.14226,1.14399,1.13794,1.14002
fiat_eur_07072017,fiat_eur,07-07-2017,1.14226,1.14399,1.13794,1.14002
fiat_eur_08072017,fiat_eur,08-07-2017,1.14226,1.14399,1.13794,1.14002
fiat_eur_09072017,fiat_eur,09-07-2017,1.13956,1.14182,1.13815,1.13992
fiat_eur_10072017,fiat_eur,10-07-2017,1.13992,1.14796,1.13826,1.14657
fiat_eur_11072017,fiat_eur,11-07-2017,1.14657,1.14895,1.13915,1.14107
fiat_eur_12072017,fiat_eur,12-07-2017,1.14107,1.14558,1.13704,1.13962
fiat_eur_13072017,fiat_eur,13-07-2017,1.13962,1.14717,1.13913,1.14652
fiat_eur_14072017,fiat_eur,14-07-2017,1.13962,1.14717,1.13913,1.14652
fiat_eur_15072017,fiat_eur,15-07-2017,1.13962,1.14717,1.13913,1.14652
fiat_eur_16072017,fiat_eur,16-07-2017,1.14731,1.14869,1.14346,1.14778
fiat_eur_17072017,fiat_eur,17-07-2017,1.14778,1.15831,1.14713,1.15524
fiat_eur_18072017,fiat_eur,18-07-2017,1.15524,1.15562,1.15099,1.15144
fiat_eur_19072017,fiat_eur,19-07-2017,1.15144,1.16585,1.14791,1.16296
fiat_eur_20072017,fiat_eur,20-07-2017,1.16296,1.16827,1.16191,1.16632
fiat_eur_21072017,fiat_eur,21-07-2017,1.16296,1.16827,1.16191,1.16632
fiat_eur_22072017,fiat_eur,22-07-2017,1.16296,1.16827,1.16191,1.16632
fiat_eur_23072017,fiat_eur,23-07-2017,1.16598,1.16841,1.16255,1.16388
fiat_eur_24072017,fiat_eur,24-07-2017,1.16388,1.17121,1.16303,1.16452
fiat_eur_25072017,fiat_eur,25-07-2017,1.16452,1.17398,1.16125,1.17334
fiat_eur_26072017,fiat_eur,26-07-2017,1.17334,1.17767,1.165,1.1675
fiat_eur_27072017,fiat_eur,27-07-2017,1.1675,1.1764,1.1671,1.17491
fiat_eur_28072017,fiat_eur,28-07-2017,1.1675,1.1764,1.1671,1.17491
fiat_eur_29072017,fiat_eur,29-07-2017,1.1675,1.1764,1.1671,1.17491
fiat_eur_30072017,fiat_eur,30-07-2017,1.17457,1.18454,1.17231,1.18413
fiat_eur_31072017,fiat_eur,31-07-2017,1.18413,1.18443,1.17849,1.18019
fiat_eur_01082017,fiat_eur,01-08-2017,1.18019,1.19102,1.17934,1.18556
fiat_eur_02082017,fiat_eur,02-08-2017,1.18556,1.18929,1.18304,1.18677
fiat_eur_03082017,fiat_eur,03-08-2017,1.18677,1.18892,1.1728,1.1773
fiat_eur_04082017,fiat_eur,04-08-2017,1.18677,1.18892,1.1728,1.1773
fiat_eur_05082017,fiat_eur,05-08-2017,1.18677,1.18892,1.1728,1.1773
fiat_eur_06082017,fiat_eur,06-08-2017,1.17711,1.1814,1.17702,1.17938
fiat_eur_07082017,fiat_eur,07-08-2017,1.17938,1.18239,1.17149,1.17523
fiat_eur_08082017,fiat_eur,08-08-2017,1.17523,1.17638,1.16886,1.17569
fiat_eur_09082017,fiat_eur,09-08-2017,1.17569,1.17854,1.1704,1.17724
fiat_eur_10082017,fiat_eur,10-08-2017,1.17724,1.18475,1.17486,1.18209
fiat_eur_11082017,fiat_eur,11-08-2017,1.17724,1.18475,1.17486,1.18209
fiat_eur_12082017,fiat_eur,12-08-2017,1.17724,1.18475,1.17486,1.18209
fiat_eur_13082017,fiat_eur,13-08-2017,1.18148,1.18385,1.17697,1.17787
fiat_eur_14082017,fiat_eur,14-08-2017,1.17787,1.17925,1.1687,1.17338
fiat_eur_15082017,fiat_eur,15-08-2017,1.17338,1.17788,1.16807,1.17655
fiat_eur_16082017,fiat_eur,16-08-2017,1.17655,1.17898,1.1662,1.1724
fiat_eur_17082017,fiat_eur,17-08-2017,1.1724,1.17744,1.17083,1.17586
fiat_eur_18082017,fiat_eur,18-08-2017,1.1724,1.17744,1.17083,1.17586
fiat_eur_19082017,fiat_eur,19-08-2017,1.1724,1.17744,1.17083,1.17586
fiat_eur_20082017,fiat_eur,20-08-2017,1.17574,1.1828,1.17308,1.18122
fiat_eur_21082017,fiat_eur,21-08-2017,1.18122,1.18242,1.1745,1.17597
fiat_eur_22082017,fiat_eur,22-08-2017,1.17597,1.18231,1.17395,1.18063
fiat_eur_23082017,fiat_eur,23-08-2017,1.18063,1.18177,1.1784,1.17984
fiat_eur_24082017,fiat_eur,24-08-2017,1.17984,1.19416,1.17731,1.19195
fiat_eur_25082017,fiat_eur,25-08-2017,1.17984,1.19416,1.17731,1.19195
fiat_eur_26082017,fiat_eur,26-08-2017,1.17984,1.19416,1.17731,1.19195
fiat_eur_27082017,fiat_eur,27-08-2017,1.1943,1.19838,1.19168,1.19784
fiat_eur_28082017,fiat_eur,28-08-2017,1.19784,1.20703,1.1946,1.19719
fiat_eur_29082017,fiat_eur,29-08-2017,1.19719,1.19841,1.18805,1.18834
fiat_eur_30082017,fiat_eur,30-08-2017,1.18834,1.19129,1.18229,1.19091
fiat_eur_31082017,fiat_eur,31-08-2017,1.19091,1.19797,1.1849,1.18612
fiat_eur_01092017,fiat_eur,01-09-2017,1.19091,1.19797,1.1849,1.18612
fiat_eur_02092017,fiat_eur,02-09-2017,1.19091,1.19797,1.1849,1.18612
fiat_eur_03092017,fiat_eur,03-09-2017,1.18842,1.1922,1.18723,1.18926
fiat_eur_04092017,fiat_eur,04-09-2017,1.18926,1.19407,1.18681,1.19111
fiat_eur_05092017,fiat_eur,05-09-2017,1.19111,1.19504,1.19029,1.19166
fiat_eur_06092017,fiat_eur,06-09-2017,1.19166,1.20595,1.19136,1.20225
fiat_eur_07092017,fiat_eur,07-09-2017,1.20225,1.20923,1.20145,1.20348
fiat_eur_08092017,fiat_eur,08-09-2017,1.20225,1.20923,1.20145,1.20348
fiat_eur_09092017,fiat_eur,09-09-2017,1.20225,1.20923,1.20145,1.20348
fiat_eur_10092017,fiat_eur,10-09-2017,1.20148,1.20295,1.19478,1.19513
fiat_eur_11092017,fiat_eur,11-09-2017,1.19513,1.19781,1.19261,1.19664
fiat_eur_12092017,fiat_eur,12-09-2017,1.19664,1.19948,1.1873,1.18851
fiat_eur_13092017,fiat_eur,13-09-2017,1.18851,1.19222,1.18371,1.1918
fiat_eur_14092017,fiat_eur,14-09-2017,1.1918,1.19872,1.19009,1.19404
fiat_eur_15092017,fiat_eur,15-09-2017,1.1918,1.19872,1.19009,1.19404
fiat_eur_16092017,fiat_eur,16-09-2017,1.1918,1.19872,1.19009,1.19404
fiat_eur_17092017,fiat_eur,17-09-2017,1.19208,1.19692,1.19145,1.19486
fiat_eur_18092017,fiat_eur,18-09-2017,1.19486,1.20065,1.19486,1.19943
fiat_eur_19092017,fiat_eur,19-09-2017,1.19943,1.20342,1.18611,1.18903
fiat_eur_20092017,fiat_eur,20-09-2017,1.18903,1.19537,1.18657,1.19414
fiat_eur_21092017,fiat_eur,21-09-2017,1.19414,1.20046,1.19367,1.19473
fiat_eur_22092017,fiat_eur,22-09-2017,1.19414,1.20046,1.19367,1.19473
fiat_eur_23092017,fiat_eur,23-09-2017,1.19414,1.20046,1.19367,1.19473
fiat_eur_24092017,fiat_eur,24-09-2017,1.18989,1.19364,1.1832,1.18481
fiat_eur_25092017,fiat_eur,25-09-2017,1.18481,1.18615,1.17574,1.17917
fiat_eur_26092017,fiat_eur,26-09-2017,1.17917,1.17952,1.1717,1.17443
fiat_eur_27092017,fiat_eur,27-09-2017,1.17443,1.1804,1.17211,1.17856
fiat_eur_28092017,fiat_eur,28-09-2017,1.17856,1.18324,1.17724,1.18118
fiat_eur_29092017,fiat_eur,29-09-2017,1.17856,1.18324,1.17724,1.18118
fiat_eur_30092017,fiat_eur,30-09-2017,1.17856,1.18324,1.17724,1.18118
fiat_eur_01102017,fiat_eur,01-10-2017,1.17883,1.1815,1.17301,1.17319
fiat_eur_02102017,fiat_eur,02-10-2017,1.17319,1.17736,1.1696,1.17439
fiat_eur_03102017,fiat_eur,03-10-2017,1.17439,1.17878,1.17349,1.17583
fiat_eur_04102017,fiat_eur,04-10-2017,1.17583,1.17788,1.1699,1.17106
fiat_eur_05102017,fiat_eur,05-10-2017,1.17106,1.1739,1.1669,1.17334
fiat_eur_06102017,fiat_eur,06-10-2017,1.17106,1.1739,1.1669,1.17334
fiat_eur_07102017,fiat_eur,07-10-2017,1.17106,1.1739,1.1669,1.17334
fiat_eur_08102017,fiat_eur,08-10-2017,1.17276,1.17561,1.17194,1.17399
fiat_eur_09102017,fiat_eur,09-10-2017,1.17399,1.18255,1.17389,1.18075
fiat_eur_10102017,fiat_eur,10-10-2017,1.18075,1.18691,1.17951,1.18579
fiat_eur_11102017,fiat_eur,11-10-2017,1.18579,1.18802,1.18269,1.18295
fiat_eur_12102017,fiat_eur,12-10-2017,1.18295,1.1875,1.18052,1.18175
fiat_eur_13102017,fiat_eur,13-10-2017,1.18295,1.1875,1.18052,1.18175
fiat_eur_14102017,fiat_eur,14-10-2017,1.18295,1.1875,1.18052,1.18175
fiat_eur_15102017,fiat_eur,15-10-2017,1.18103,1.18196,1.17804,1.17954
fiat_eur_16102017,fiat_eur,16-10-2017,1.17954,1.18,1.1736,1.17658
fiat_eur_17102017,fiat_eur,17-10-2017,1.17658,1.18053,1.17301,1.17874
fiat_eur_18102017,fiat_eur,18-10-2017,1.17874,1.1858,1.17679,1.18508
fiat_eur_19102017,fiat_eur,19-10-2017,1.18508,1.18579,1.17624,1.17772
fiat_eur_20102017,fiat_eur,20-10-2017,1.18508,1.18579,1.17624,1.17772
fiat_eur_21102017,fiat_eur,21-10-2017,1.18508,1.18579,1.17624,1.17772
fiat_eur_22102017,fiat_eur,22-10-2017,1.1764,1.17773,1.17248,1.17492
fiat_eur_23102017,fiat_eur,23-10-2017,1.17492,1.17928,1.17427,1.17617
fiat_eur_24102017,fiat_eur,24-10-2017,1.17617,1.18177,1.1753,1.18127
fiat_eur_25102017,fiat_eur,25-10-2017,1.18127,1.18368,1.16403,1.16499
fiat_eur_26102017,fiat_eur,26-10-2017,1.16499,1.16568,1.15741,1.16054
fiat_eur_27102017,fiat_eur,27-10-2017,1.16499,1.16568,1.15741,1.16054
fiat_eur_28102017,fiat_eur,28-10-2017,1.16499,1.16568,1.15741,1.16054
fiat_eur_29102017,fiat_eur,29-10-2017,1.16091,1.16578,1.15936,1.16505
fiat_eur_30102017,fiat_eur,30-10-2017,1.16505,1.16614,1.16248,1.1646
fiat_eur_31102017,fiat_eur,31-10-2017,1.1646,1.16574,1.16062,1.16176
fiat_eur_01112017,fiat_eur,01-11-2017,1.16176,1.16873,1.16131,1.16582
fiat_eur_02112017,fiat_eur,02-11-2017,1.16582,1.16917,1.15991,1.16072
fiat_eur_03112017,fiat_eur,03-11-2017,1.16582,1.16917,1.15991,1.16072
fiat_eur_04112017,fiat_eur,04-11-2017,1.16582,1.16917,1.15991,1.16072
fiat_eur_05112017,fiat_eur,05-11-2017,1.16139,1.16239,1.15802,1.16081
fiat_eur_06112017,fiat_eur,06-11-2017,1.16081,1.16154,1.15538,1.15855
fiat_eur_07112017,fiat_eur,07-11-2017,1.15855,1.16111,1.15791,1.15944
fiat_eur_08112017,fiat_eur,08-11-2017,1.15944,1.16549,1.15855,1.16415
fiat_eur_09112017,fiat_eur,09-11-2017,1.16415,1.16778,1.16228,1.16626
fiat_eur_10112017,fiat_eur,10-11-2017,1.16415,1.16778,1.16228,1.16626
fiat_eur_11112017,fiat_eur,11-11-2017,1.16415,1.16778,1.16228,1.16626
fiat_eur_12112017,fiat_eur,12-11-2017,1.16559,1.16752,1.16373,1.16667
fiat_eur_13112017,fiat_eur,13-11-2017,1.16667,1.1805,1.16613,1.17975
fiat_eur_14112017,fiat_eur,14-11-2017,1.17975,1.1861,1.17846,1.17903
fiat_eur_15112017,fiat_eur,15-11-2017,1.17903,1.18009,1.17565,1.17689
fiat_eur_16112017,fiat_eur,16-11-2017,1.17689,1.18217,1.17652,1.17873
fiat_eur_17112017,fiat_eur,17-11-2017,1.17689,1.18217,1.17652,1.17873
fiat_eur_18112017,fiat_eur,18-11-2017,1.17689,1.18217,1.17652,1.17873
fiat_eur_19112017,fiat_eur,19-11-2017,1.17849,1.18086,1.1722,1.17321
fiat_eur_20112017,fiat_eur,20-11-2017,1.17321,1.17576,1.17128,1.17377
fiat_eur_21112017,fiat_eur,21-11-2017,1.17377,1.18269,1.17321,1.18224
fiat_eur_22112017,fiat_eur,22-11-2017,1.18224,1.18559,1.1813,1.18482
fiat_eur_23112017,fiat_eur,23-11-2017,1.18482,1.19442,1.18367,1.19289
fiat_eur_24112017,fiat_eur,24-11-2017,1.18482,1.19442,1.18367,1.19289
fiat_eur_25112017,fiat_eur,25-11-2017,1.18482,1.19442,1.18367,1.19289
fiat_eur_26112017,fiat_eur,26-11-2017,1.19234,1.19611,1.18955,1.1898
fiat_eur_27112017,fiat_eur,27-11-2017,1.1898,1.19199,1.18269,1.18374
fiat_eur_28112017,fiat_eur,28-11-2017,1.18374,1.18828,1.18168,1.18468
fiat_eur_29112017,fiat_eur,29-11-2017,1.18468,1.19316,1.18087,1.19036
fiat_eur_30112017,fiat_eur,30-11-2017,1.19036,1.19403,1.18507,1.18946
fiat_eur_01122017,fiat_eur,01-12-2017,1.19036,1.19403,1.18507,1.18946
fiat_eur_02122017,fiat_eur,02-12-2017,1.19036,1.19403,1.18507,1.18946
fiat_eur_03122017,fiat_eur,03-12-2017,1.18604,1.18785,1.18291,1.18645
fiat_eur_04122017,fiat_eur,04-12-2017,1.18645,1.18767,1.18007,1.18251
fiat_eur_05122017,fiat_eur,05-12-2017,1.18251,1.1848,1.17805,1.17955
fiat_eur_06122017,fiat_eur,06-12-2017,1.17955,1.18146,1.17717,1.17725
fiat_eur_07122017,fiat_eur,07-12-2017,1.17725,1.17765,1.173,1.17693
fiat_eur_08122017,fiat_eur,08-12-2017,1.17725,1.17765,1.173,1.17693
fiat_eur_09122017,fiat_eur,09-12-2017,1.17725,1.17765,1.173,1.17693
fiat_eur_10122017,fiat_eur,10-12-2017,1.17624,1.18116,1.17618,1.17684
fiat_eur_11122017,fiat_eur,11-12-2017,1.17684,1.17926,1.17175,1.17417
fiat_eur_12122017,fiat_eur,12-12-2017,1.17417,1.18314,1.17294,1.18257
fiat_eur_13122017,fiat_eur,13-12-2017,1.18257,1.18627,1.17706,1.17779
fiat_eur_14122017,fiat_eur,14-12-2017,1.17779,1.18122,1.17454,1.17464
fiat_eur_15122017,fiat_eur,15-12-2017,1.17779,1.18122,1.17454,1.17464
fiat_eur_16122017,fiat_eur,16-12-2017,1.17779,1.18122,1.17454,1.17464
fiat_eur_17122017,fiat_eur,17-12-2017,1.17418,1.18343,1.17368,1.17818
fiat_eur_18122017,fiat_eur,18-12-2017,1.17818,1.18486,1.17764,1.18384
fiat_eur_19122017,fiat_eur,19-12-2017,1.18384,1.19017,1.18288,1.18712
fiat_eur_20122017,fiat_eur,20-12-2017,1.18712,1.18894,1.18492,1.18741
fiat_eur_21122017,fiat_eur,21-12-2017,1.18741,1.18755,1.18169,1.18588
fiat_eur_22122017,fiat_eur,22-12-2017,1.18741,1.18755,1.18169,1.18588
fiat_eur_23122017,fiat_eur,23-12-2017,1.18741,1.18755,1.18169,1.18588
fiat_eur_24122017,fiat_eur,24-12-2017,1.18741,1.18755,1.18169,1.18588
fiat_eur_25122017,fiat_eur,25-12-2017,1.18588,1.18787,1.18465,1.1858
fiat_eur_26122017,fiat_eur,26-12-2017,1.1858,1.19103,1.1855,1.18862
fiat_eur_27122017,fiat_eur,27-12-2017,1.18862,1.1959,1.1886,1.19423
fiat_eur_28122017,fiat_eur,28-12-2017,1.19423,1.20254,1.19361,1.20048
fiat_eur_29122017,fiat_eur,29-12-2017,1.19423,1.20254,1.19361,1.20048
fiat_eur_30122017,fiat_eur,30-12-2017,1.19423,1.20254,1.19361,1.20048
fiat_eur_31122017,fiat_eur,31-12-2017,1.20048,1.2012,1.19927,1.20104
fiat_eur_01012018,fiat_eur,01-01-2018,1.20104,1.20812,1.20022,1.20581
fiat_eur_02012018,fiat_eur,02-01-2018,1.20581,1.20662,1.20011,1.20141
fiat_eur_03012018,fiat_eur,03-01-2018,1.20141,1.2089,1.20042,1.20681
fiat_eur_04012018,fiat_eur,04-01-2018,1.20681,1.20829,1.20205,1.20273
fiat_eur_05012018,fiat_eur,05-01-2018,1.20681,1.20829,1.20205,1.20273
fiat_eur_06012018,fiat_eur,06-01-2018,1.20681,1.20829,1.20205,1.20273
fiat_eur_07012018,fiat_eur,07-01-2018,1.20272,1.20522,1.19556,1.19669
fiat_eur_08012018,fiat_eur,08-01-2018,1.19669,1.19756,1.19154,1.19366
fiat_eur_09012018,fiat_eur,09-01-2018,1.19366,1.20181,1.19231,1.19477
fiat_eur_10012018,fiat_eur,10-01-2018,1.19477,1.20589,1.19292,1.20316
fiat_eur_11012018,fiat_eur,11-01-2018,1.20316,1.22188,1.20308,1.22031
fiat_eur_12012018,fiat_eur,12-01-2018,1.20316,1.22188,1.20308,1.22031
fiat_eur_13012018,fiat_eur,13-01-2018,1.20316,1.22188,1.20308,1.22031
fiat_eur_14012018,fiat_eur,14-01-2018,1.21923,1.22966,1.21875,1.22628
fiat_eur_15012018,fiat_eur,15-01-2018,1.22628,1.22834,1.21952,1.22595
fiat_eur_16012018,fiat_eur,16-01-2018,1.22595,1.23231,1.2177,1.21845
fiat_eur_17012018,fiat_eur,17-01-2018,1.21845,1.22648,1.21649,1.22367
fiat_eur_18012018,fiat_eur,18-01-2018,1.22367,1.22954,1.22143,1.22143
fiat_eur_19012018,fiat_eur,19-01-2018,1.22367,1.22954,1.22143,1.22143
