date,open,high,low,close,id,cg_id
19-02-2015,0.80027,0.805,0.795875,0.79799,fiat_cad_19022015,fiat_cad
20-02-2015,0.80027,0.805,0.795875,0.79799,fiat_cad_20022015,fiat_cad
21-02-2015,0.80027,0.805,0.795875,0.79799,fiat_cad_21022015,fiat_cad
22-02-2015,0.797985,0.79845,0.792115,0.795395,fiat_cad_22022015,fiat_cad
23-02-2015,0.79539,0.801355,0.789655,0.800685,fiat_cad_23022015,fiat_cad
24-02-2015,0.800705,0.80643,0.80015,0.80399,fiat_cad_24022015,fiat_cad
25-02-2015,0.80387,0.807245,0.79777,0.79899,fiat_cad_25022015,fiat_cad
26-02-2015,0.79897,0.803295,0.798045,0.79912,fiat_cad_26022015,fiat_cad
27-02-2015,0.79897,0.803295,0.798045,0.79912,fiat_cad_27022015,fiat_cad
28-02-2015,0.79897,0.803295,0.798045,0.79912,fiat_cad_28022015,fiat_cad
01-03-2015,0.799805,0.80151,0.79582,0.79773,fiat_cad_01032015,fiat_cad
02-03-2015,0.797735,0.804315,0.797215,0.800315,fiat_cad_02032015,fiat_cad
03-03-2015,0.800325,0.805995,0.797295,0.804885,fiat_cad_03032015,fiat_cad
04-03-2015,0.80487,0.80599,0.798815,0.800885,fiat_cad_04032015,fiat_cad
05-03-2015,0.80089,0.80284,0.791625,0.792135,fiat_cad_05032015,fiat_cad
06-03-2015,0.80089,0.80284,0.791625,0.792135,fiat_cad_06032015,fiat_cad
07-03-2015,0.80089,0.80284,0.791625,0.792135,fiat_cad_07032015,fiat_cad
08-03-2015,0.79252,0.79533,0.791965,0.7934,fiat_cad_08032015,fiat_cad
09-03-2015,0.79338,0.79379,0.788085,0.78813,fiat_cad_09032015,fiat_cad
10-03-2015,0.788105,0.7896,0.78136,0.784345,fiat_cad_10032015,fiat_cad
11-03-2015,0.784315,0.79257,0.78318,0.78836,fiat_cad_11032015,fiat_cad
12-03-2015,0.78834,0.788515,0.779815,0.78217,fiat_cad_12032015,fiat_cad
13-03-2015,0.78834,0.788515,0.779815,0.78217,fiat_cad_13032015,fiat_cad
14-03-2015,0.78834,0.788515,0.779815,0.78217,fiat_cad_14032015,fiat_cad
15-03-2015,0.78165,0.78525,0.78012,0.78287,fiat_cad_15032015,fiat_cad
16-03-2015,0.782875,0.78436,0.781405,0.78196,fiat_cad_16032015,fiat_cad
17-03-2015,0.78195,0.803355,0.77912,0.795865,fiat_cad_17032015,fiat_cad
18-03-2015,0.79588,0.799475,0.7838,0.786475,fiat_cad_18032015,fiat_cad
19-03-2015,0.786465,0.797115,0.78594,0.796745,fiat_cad_19032015,fiat_cad
20-03-2015,0.786465,0.797115,0.78594,0.796745,fiat_cad_20032015,fiat_cad
21-03-2015,0.786465,0.797115,0.78594,0.796745,fiat_cad_21032015,fiat_cad
22-03-2015,0.79649,0.800275,0.79267,0.79856,fiat_cad_22032015,fiat_cad
23-03-2015,0.798585,0.804655,0.797045,0.800465,fiat_cad_23032015,fiat_cad
24-03-2015,0.800435,0.801715,0.79741,0.79888,fiat_cad_24032015,fiat_cad
25-03-2015,0.798875,0.8058,0.79792,0.801255,fiat_cad_25032015,fiat_cad
26-03-2015,0.801235,0.802035,0.792265,0.792765,fiat_cad_26032015,fiat_cad
27-03-2015,0.801235,0.802035,0.792265,0.792765,fiat_cad_27032015,fiat_cad
28-03-2015,0.801235,0.802035,0.792265,0.792765,fiat_cad_28032015,fiat_cad
29-03-2015,0.79344,0.793915,0.786995,0.78886,fiat_cad_29032015,fiat_cad
30-03-2015,0.78891,0.79036,0.78222,0.78844,fiat_cad_30032015,fiat_cad
31-03-2015,0.78843,0.79515,0.786785,0.792265,fiat_cad_31032015,fiat_cad
01-04-2015,0.79232,0.796395,0.790155,0.7963,fiat_cad_01042015,fiat_cad
02-04-2015,0.79629,0.80454,0.795245,0.800815,fiat_cad_02042015,fiat_cad
03-04-2015,0.79629,0.80454,0.795245,0.800815,fiat_cad_03042015,fiat_cad
04-04-2015,0.79629,0.80454,0.795245,0.800815,fiat_cad_04042015,fiat_cad
05-04-2015,0.80179,0.80402,0.79957,0.801135,fiat_cad_05042015,fiat_cad
06-04-2015,0.801125,0.802865,0.79857,0.799555,fiat_cad_06042015,fiat_cad
07-04-2015,0.79963,0.80723,0.796265,0.79699,fiat_cad_07042015,fiat_cad
08-04-2015,0.79697,0.79944,0.7928,0.79485,fiat_cad_08042015,fiat_cad
09-04-2015,0.794835,0.79553,0.789455,0.7955,fiat_cad_09042015,fiat_cad
10-04-2015,0.794835,0.79553,0.789455,0.7955,fiat_cad_10042015,fiat_cad
11-04-2015,0.794835,0.79553,0.789455,0.7955,fiat_cad_11042015,fiat_cad
12-04-2015,0.79491,0.796015,0.79076,0.794015,fiat_cad_12042015,fiat_cad
13-04-2015,0.79391,0.80353,0.79345,0.800985,fiat_cad_13042015,fiat_cad
14-04-2015,0.800955,0.814255,0.79553,0.81349,fiat_cad_14042015,fiat_cad
15-04-2015,0.8135,0.823485,0.811145,0.820385,fiat_cad_15042015,fiat_cad
16-04-2015,0.82038,0.827255,0.814905,0.816925,fiat_cad_16042015,fiat_cad
17-04-2015,0.82038,0.827255,0.814905,0.816925,fiat_cad_17042015,fiat_cad
18-04-2015,0.82038,0.827255,0.814905,0.816925,fiat_cad_18042015,fiat_cad
19-04-2015,0.818975,0.821025,0.815675,0.81765,fiat_cad_19042015,fiat_cad
20-04-2015,0.81762,0.818715,0.81264,0.81427,fiat_cad_20042015,fiat_cad
21-04-2015,0.81429,0.818925,0.81384,0.817135,fiat_cad_21042015,fiat_cad
22-04-2015,0.817155,0.825005,0.815045,0.823385,fiat_cad_22042015,fiat_cad
23-04-2015,0.823485,0.82623,0.82007,0.82071,fiat_cad_23042015,fiat_cad
24-04-2015,0.823485,0.82623,0.82007,0.82071,fiat_cad_24042015,fiat_cad
25-04-2015,0.823485,0.82623,0.82007,0.82071,fiat_cad_25042015,fiat_cad
26-04-2015,0.8203,0.82776,0.819975,0.827295,fiat_cad_26042015,fiat_cad
27-04-2015,0.827305,0.832275,0.825275,0.831035,fiat_cad_27042015,fiat_cad
28-04-2015,0.830985,0.83719,0.82825,0.83229,fiat_cad_28042015,fiat_cad
29-04-2015,0.83219,0.83352,0.824185,0.828085,fiat_cad_29042015,fiat_cad
30-04-2015,0.82804,0.828905,0.819315,0.822345,fiat_cad_30042015,fiat_cad
01-05-2015,0.82804,0.828905,0.819315,0.822345,fiat_cad_01052015,fiat_cad
02-05-2015,0.82804,0.828905,0.819315,0.822345,fiat_cad_02052015,fiat_cad
03-05-2015,0.82262,0.82727,0.82095,0.826815,fiat_cad_03052015,fiat_cad
04-05-2015,0.826755,0.833155,0.824285,0.82864,fiat_cad_04052015,fiat_cad
05-05-2015,0.828635,0.837505,0.82728,0.8302,fiat_cad_05052015,fiat_cad
06-05-2015,0.830185,0.83096,0.822135,0.82461,fiat_cad_06052015,fiat_cad
07-05-2015,0.82455,0.830155,0.823325,0.828325,fiat_cad_07052015,fiat_cad
08-05-2015,0.82455,0.830155,0.823325,0.828325,fiat_cad_08052015,fiat_cad
09-05-2015,0.82455,0.830155,0.823325,0.828325,fiat_cad_09052015,fiat_cad
10-05-2015,0.827835,0.82884,0.823415,0.826375,fiat_cad_10052015,fiat_cad
11-05-2015,0.826335,0.83482,0.82594,0.83211,fiat_cad_11052015,fiat_cad
12-05-2015,0.8321,0.838305,0.831355,0.83624,fiat_cad_12052015,fiat_cad
13-05-2015,0.83626,0.83894,0.83289,0.834425,fiat_cad_13052015,fiat_cad
14-05-2015,0.834455,0.83471,0.82869,0.832365,fiat_cad_14052015,fiat_cad
15-05-2015,0.834455,0.83471,0.82869,0.832365,fiat_cad_15052015,fiat_cad
16-05-2015,0.834455,0.83471,0.82869,0.832365,fiat_cad_16052015,fiat_cad
17-05-2015,0.83297,0.832995,0.82161,0.82232,fiat_cad_17052015,fiat_cad
18-05-2015,0.8223,0.82443,0.81632,0.817555,fiat_cad_18052015,fiat_cad
19-05-2015,0.817545,0.821805,0.815905,0.819075,fiat_cad_19052015,fiat_cad
20-05-2015,0.81905,0.821585,0.816815,0.819765,fiat_cad_20052015,fiat_cad
21-05-2015,0.819755,0.82149,0.81155,0.81415,fiat_cad_21052015,fiat_cad
22-05-2015,0.819755,0.82149,0.81155,0.81415,fiat_cad_22052015,fiat_cad
23-05-2015,0.819755,0.82149,0.81155,0.81415,fiat_cad_23052015,fiat_cad
24-05-2015,0.813885,0.814595,0.81179,0.811995,fiat_cad_24052015,fiat_cad
25-05-2015,0.811745,0.812665,0.803355,0.80429,fiat_cad_25052015,fiat_cad
26-05-2015,0.80428,0.80673,0.800485,0.80302,fiat_cad_26052015,fiat_cad
27-05-2015,0.80313,0.804985,0.797545,0.804245,fiat_cad_27052015,fiat_cad
28-05-2015,0.80417,0.80571,0.79824,0.803265,fiat_cad_28052015,fiat_cad
29-05-2015,0.80417,0.80571,0.79824,0.803265,fiat_cad_29052015,fiat_cad
30-05-2015,0.80417,0.80571,0.79824,0.803265,fiat_cad_30052015,fiat_cad
31-05-2015,0.803775,0.80393,0.79597,0.79852,fiat_cad_31052015,fiat_cad
01-06-2015,0.79851,0.808545,0.797735,0.80614,fiat_cad_01062015,fiat_cad
02-06-2015,0.806255,0.80741,0.7994,0.80295,fiat_cad_02062015,fiat_cad
03-06-2015,0.80294,0.804065,0.79975,0.79998,fiat_cad_03062015,fiat_cad
04-06-2015,0.79997,0.80463,0.795995,0.804075,fiat_cad_04062015,fiat_cad
05-06-2015,0.79997,0.80463,0.795995,0.804075,fiat_cad_05062015,fiat_cad
06-06-2015,0.79997,0.80463,0.795995,0.804075,fiat_cad_06062015,fiat_cad
07-06-2015,0.804065,0.807535,0.801745,0.805815,fiat_cad_07062015,fiat_cad
08-06-2015,0.805825,0.812515,0.80373,0.810695,fiat_cad_08062015,fiat_cad
09-06-2015,0.81065,0.819525,0.809555,0.81589,fiat_cad_09062015,fiat_cad
10-06-2015,0.815935,0.816055,0.809405,0.81333,fiat_cad_10062015,fiat_cad
11-06-2015,0.813325,0.814475,0.80989,0.8117,fiat_cad_11062015,fiat_cad
12-06-2015,0.813325,0.814475,0.80989,0.8117,fiat_cad_12062015,fiat_cad
13-06-2015,0.813325,0.814475,0.80989,0.8117,fiat_cad_13062015,fiat_cad
14-06-2015,0.812115,0.813175,0.809025,0.811445,fiat_cad_14062015,fiat_cad
15-06-2015,0.81144,0.814085,0.809935,0.81358,fiat_cad_15062015,fiat_cad
16-06-2015,0.81363,0.81826,0.8095,0.81776,fiat_cad_16062015,fiat_cad
17-06-2015,0.817805,0.82454,0.81629,0.818045,fiat_cad_17062015,fiat_cad
18-06-2015,0.818055,0.81864,0.81329,0.815225,fiat_cad_18062015,fiat_cad
19-06-2015,0.818055,0.81864,0.81329,0.815225,fiat_cad_19062015,fiat_cad
20-06-2015,0.818055,0.81864,0.81329,0.815225,fiat_cad_20062015,fiat_cad
21-06-2015,0.81556,0.818435,0.81109,0.812375,fiat_cad_21062015,fiat_cad
22-06-2015,0.81237,0.81242,0.807575,0.811235,fiat_cad_22062015,fiat_cad
23-06-2015,0.811225,0.814545,0.80497,0.807565,fiat_cad_23062015,fiat_cad
24-06-2015,0.807555,0.812185,0.806465,0.811195,fiat_cad_24062015,fiat_cad
25-06-2015,0.811155,0.81221,0.80662,0.81166,fiat_cad_25062015,fiat_cad
26-06-2015,0.811155,0.81221,0.80662,0.81166,fiat_cad_26062015,fiat_cad
27-06-2015,0.811155,0.81221,0.80662,0.81166,fiat_cad_27062015,fiat_cad
28-06-2015,0.81041,0.812735,0.805625,0.806225,fiat_cad_28062015,fiat_cad
29-06-2015,0.806215,0.808865,0.79998,0.800395,fiat_cad_29062015,fiat_cad
30-06-2015,0.8004,0.80157,0.79378,0.79434,fiat_cad_30062015,fiat_cad
01-07-2015,0.79428,0.79755,0.791555,0.79746,fiat_cad_01072015,fiat_cad
02-07-2015,0.79743,0.79761,0.79348,0.795495,fiat_cad_02072015,fiat_cad
03-07-2015,0.79743,0.79761,0.79348,0.795495,fiat_cad_03072015,fiat_cad
04-07-2015,0.79743,0.79761,0.79348,0.795495,fiat_cad_04072015,fiat_cad
05-07-2015,0.793755,0.795955,0.789645,0.79043,fiat_cad_05072015,fiat_cad
06-07-2015,0.790465,0.790825,0.78248,0.787105,fiat_cad_06072015,fiat_cad
07-07-2015,0.78704,0.788115,0.783205,0.78454,fiat_cad_07072015,fiat_cad
08-07-2015,0.784555,0.789505,0.78447,0.78697,fiat_cad_08072015,fiat_cad
09-07-2015,0.78698,0.790945,0.7841,0.78995,fiat_cad_09072015,fiat_cad
10-07-2015,0.78698,0.790945,0.7841,0.78995,fiat_cad_10072015,fiat_cad
11-07-2015,0.78698,0.790945,0.7841,0.78995,fiat_cad_11072015,fiat_cad
12-07-2015,0.787235,0.788615,0.78184,0.78485,fiat_cad_12072015,fiat_cad
13-07-2015,0.78486,0.786345,0.78093,0.78565,fiat_cad_13072015,fiat_cad
14-07-2015,0.785645,0.78596,0.77171,0.77433,fiat_cad_14072015,fiat_cad
15-07-2015,0.774295,0.774875,0.771025,0.771735,fiat_cad_15072015,fiat_cad
16-07-2015,0.77173,0.77232,0.768765,0.77092,fiat_cad_16072015,fiat_cad
17-07-2015,0.77173,0.77232,0.768765,0.77092,fiat_cad_17072015,fiat_cad
18-07-2015,0.77173,0.77232,0.768765,0.77092,fiat_cad_18072015,fiat_cad
19-07-2015,0.77062,0.772035,0.76779,0.769575,fiat_cad_19072015,fiat_cad
20-07-2015,0.769585,0.774175,0.768475,0.77243,fiat_cad_20072015,fiat_cad
21-07-2015,0.772435,0.772975,0.766105,0.767265,fiat_cad_21072015,fiat_cad
22-07-2015,0.7673,0.772355,0.766405,0.766935,fiat_cad_22072015,fiat_cad
23-07-2015,0.76709,0.768205,0.763175,0.766445,fiat_cad_23072015,fiat_cad
24-07-2015,0.76709,0.768205,0.763175,0.766445,fiat_cad_24072015,fiat_cad
25-07-2015,0.76709,0.768205,0.763175,0.766445,fiat_cad_25072015,fiat_cad
26-07-2015,0.76707,0.77046,0.765875,0.76702,fiat_cad_26072015,fiat_cad
27-07-2015,0.767015,0.77448,0.76669,0.77391,fiat_cad_27072015,fiat_cad
28-07-2015,0.77384,0.777515,0.77117,0.77249,fiat_cad_28072015,fiat_cad
29-07-2015,0.7725,0.772595,0.76663,0.7694,fiat_cad_29072015,fiat_cad
30-07-2015,0.769265,0.772735,0.763325,0.763895,fiat_cad_30072015,fiat_cad
31-07-2015,0.769265,0.772735,0.763325,0.763895,fiat_cad_31072015,fiat_cad
01-08-2015,0.769265,0.772735,0.763325,0.763895,fiat_cad_01082015,fiat_cad
02-08-2015,0.763925,0.764515,0.75894,0.760135,fiat_cad_02082015,fiat_cad
03-08-2015,0.760125,0.76303,0.757465,0.758005,fiat_cad_03082015,fiat_cad
04-08-2015,0.758,0.76276,0.75681,0.75884,fiat_cad_04082015,fiat_cad
05-08-2015,0.75889,0.7637,0.757725,0.76278,fiat_cad_05082015,fiat_cad
06-08-2015,0.76279,0.76636,0.758475,0.76137,fiat_cad_06082015,fiat_cad
07-08-2015,0.76279,0.76636,0.758475,0.76137,fiat_cad_07082015,fiat_cad
08-08-2015,0.76279,0.76636,0.758475,0.76137,fiat_cad_08082015,fiat_cad
09-08-2015,0.762145,0.769745,0.75862,0.76915,fiat_cad_09082015,fiat_cad
10-08-2015,0.76919,0.76953,0.76046,0.762535,fiat_cad_10082015,fiat_cad
11-08-2015,0.762525,0.772075,0.76001,0.77058,fiat_cad_11082015,fiat_cad
12-08-2015,0.77059,0.771625,0.76389,0.765645,fiat_cad_12082015,fiat_cad
13-08-2015,0.76565,0.768255,0.76305,0.76402,fiat_cad_13082015,fiat_cad
14-08-2015,0.76565,0.768255,0.76305,0.76402,fiat_cad_14082015,fiat_cad
15-08-2015,0.76565,0.768255,0.76305,0.76402,fiat_cad_15082015,fiat_cad
16-08-2015,0.763785,0.765695,0.76033,0.764545,fiat_cad_16082015,fiat_cad
17-08-2015,0.764565,0.76682,0.7618,0.765775,fiat_cad_17082015,fiat_cad
18-08-2015,0.765745,0.767785,0.758835,0.761735,fiat_cad_18082015,fiat_cad
19-08-2015,0.76172,0.765685,0.758935,0.764015,fiat_cad_19082015,fiat_cad
20-08-2015,0.764075,0.76571,0.757725,0.75833,fiat_cad_20082015,fiat_cad
21-08-2015,0.764075,0.76571,0.757725,0.75833,fiat_cad_21082015,fiat_cad
22-08-2015,0.764075,0.76571,0.757725,0.75833,fiat_cad_22082015,fiat_cad
23-08-2015,0.75868,0.76114,0.752435,0.75261,fiat_cad_23082015,fiat_cad
24-08-2015,0.75263,0.76079,0.748855,0.749795,fiat_cad_24082015,fiat_cad
25-08-2015,0.749805,0.754655,0.74908,0.752305,fiat_cad_25082015,fiat_cad
26-08-2015,0.75232,0.75876,0.751515,0.757655,fiat_cad_26082015,fiat_cad
27-08-2015,0.757695,0.759475,0.751845,0.757495,fiat_cad_27082015,fiat_cad
28-08-2015,0.757695,0.759475,0.751845,0.757495,fiat_cad_28082015,fiat_cad
29-08-2015,0.757695,0.759475,0.751845,0.757495,fiat_cad_29082015,fiat_cad
30-08-2015,0.75682,0.76235,0.750355,0.761,fiat_cad_30082015,fiat_cad
31-08-2015,0.76101,0.762485,0.75415,0.754165,fiat_cad_31082015,fiat_cad
01-09-2015,0.7542,0.757625,0.7505,0.753635,fiat_cad_01092015,fiat_cad
02-09-2015,0.753645,0.76128,0.75247,0.75875,fiat_cad_02092015,fiat_cad
03-09-2015,0.758735,0.759105,0.752475,0.75348,fiat_cad_03092015,fiat_cad
04-09-2015,0.758735,0.759105,0.752475,0.75348,fiat_cad_04092015,fiat_cad
05-09-2015,0.758735,0.759105,0.752475,0.75348,fiat_cad_05092015,fiat_cad
06-09-2015,0.755365,0.75545,0.751315,0.75147,fiat_cad_06092015,fiat_cad
07-09-2015,0.751455,0.75842,0.751375,0.75707,fiat_cad_07092015,fiat_cad
08-09-2015,0.757045,0.76019,0.753715,0.754225,fiat_cad_08092015,fiat_cad
09-09-2015,0.75424,0.758935,0.75255,0.75455,fiat_cad_09092015,fiat_cad
10-09-2015,0.75456,0.756675,0.751325,0.754,fiat_cad_10092015,fiat_cad
11-09-2015,0.75456,0.756675,0.751325,0.754,fiat_cad_11092015,fiat_cad
12-09-2015,0.75456,0.756675,0.751325,0.754,fiat_cad_12092015,fiat_cad
13-09-2015,0.754475,0.75616,0.753005,0.75384,fiat_cad_13092015,fiat_cad
14-09-2015,0.753875,0.756045,0.753435,0.754815,fiat_cad_14092015,fiat_cad
15-09-2015,0.75479,0.75985,0.754225,0.759155,fiat_cad_15092015,fiat_cad
16-09-2015,0.75916,0.764895,0.757255,0.758585,fiat_cad_16092015,fiat_cad
17-09-2015,0.758545,0.76849,0.75549,0.75612,fiat_cad_17092015,fiat_cad
18-09-2015,0.758545,0.76849,0.75549,0.75612,fiat_cad_18092015,fiat_cad
19-09-2015,0.758545,0.76849,0.75549,0.75612,fiat_cad_19092015,fiat_cad
20-09-2015,0.7558,0.75898,0.753835,0.75447,fiat_cad_20092015,fiat_cad
21-09-2015,0.75442,0.756465,0.751975,0.75346,fiat_cad_21092015,fiat_cad
22-09-2015,0.75346,0.755685,0.74863,0.750675,fiat_cad_22092015,fiat_cad
23-09-2015,0.75073,0.75235,0.745345,0.75157,fiat_cad_23092015,fiat_cad
24-09-2015,0.75155,0.751995,0.74879,0.74988,fiat_cad_24092015,fiat_cad
25-09-2015,0.75155,0.751995,0.74879,0.74988,fiat_cad_25092015,fiat_cad
26-09-2015,0.75155,0.751995,0.74879,0.74988,fiat_cad_26092015,fiat_cad
27-09-2015,0.749825,0.75089,0.746385,0.74651,fiat_cad_27092015,fiat_cad
28-09-2015,0.746445,0.74785,0.74309,0.7451,fiat_cad_28092015,fiat_cad
29-09-2015,0.745055,0.75148,0.74456,0.751115,fiat_cad_29092015,fiat_cad
30-09-2015,0.751155,0.756485,0.750035,0.75372,fiat_cad_30092015,fiat_cad
01-10-2015,0.75372,0.760365,0.753605,0.76034,fiat_cad_01102015,fiat_cad
02-10-2015,0.75372,0.760365,0.753605,0.76034,fiat_cad_02102015,fiat_cad
03-10-2015,0.75372,0.760365,0.753605,0.76034,fiat_cad_03102015,fiat_cad
04-10-2015,0.760335,0.765435,0.758995,0.764095,fiat_cad_04102015,fiat_cad
05-10-2015,0.76422,0.767695,0.761365,0.767195,fiat_cad_05102015,fiat_cad
06-10-2015,0.76721,0.770905,0.765,0.765835,fiat_cad_06102015,fiat_cad
07-10-2015,0.765865,0.770465,0.76487,0.768285,fiat_cad_07102015,fiat_cad
08-10-2015,0.76829,0.775125,0.767945,0.77249,fiat_cad_08102015,fiat_cad
09-10-2015,0.76829,0.775125,0.767945,0.77249,fiat_cad_09102015,fiat_cad
10-10-2015,0.76829,0.775125,0.767945,0.77249,fiat_cad_10102015,fiat_cad
11-10-2015,0.771765,0.7751,0.768565,0.76938,fiat_cad_11102015,fiat_cad
12-10-2015,0.7694,0.77181,0.764505,0.76698,fiat_cad_12102015,fiat_cad
13-10-2015,0.766925,0.77451,0.766875,0.77304,fiat_cad_13102015,fiat_cad
14-10-2015,0.774185,0.77929,0.772295,0.77739,fiat_cad_14102015,fiat_cad
15-10-2015,0.77739,0.778075,0.77282,0.774325,fiat_cad_15102015,fiat_cad
16-10-2015,0.77739,0.778075,0.77282,0.774325,fiat_cad_16102015,fiat_cad
17-10-2015,0.77739,0.778075,0.77282,0.774325,fiat_cad_17102015,fiat_cad
18-10-2015,0.774735,0.775095,0.767545,0.76811,fiat_cad_18102015,fiat_cad
19-10-2015,0.76815,0.773065,0.766425,0.770515,fiat_cad_19102015,fiat_cad
20-10-2015,0.77047,0.771095,0.76092,0.76109,fiat_cad_20102015,fiat_cad
21-10-2015,0.761095,0.764295,0.75989,0.76402,fiat_cad_21102015,fiat_cad
22-10-2015,0.764045,0.76685,0.75765,0.759495,fiat_cad_22102015,fiat_cad
23-10-2015,0.764045,0.76685,0.75765,0.759495,fiat_cad_23102015,fiat_cad
24-10-2015,0.764045,0.76685,0.75765,0.759495,fiat_cad_24102015,fiat_cad
25-10-2015,0.759765,0.762125,0.758495,0.76026,fiat_cad_25102015,fiat_cad
26-10-2015,0.76032,0.76032,0.753415,0.75367,fiat_cad_26102015,fiat_cad
27-10-2015,0.75365,0.76394,0.75302,0.75813,fiat_cad_27102015,fiat_cad
28-10-2015,0.75811,0.761435,0.755385,0.759215,fiat_cad_28102015,fiat_cad
29-10-2015,0.759235,0.76594,0.757975,0.764545,fiat_cad_29102015,fiat_cad
30-10-2015,0.759235,0.76594,0.757975,0.764545,fiat_cad_30102015,fiat_cad
31-10-2015,0.759235,0.76594,0.757975,0.764545,fiat_cad_31102015,fiat_cad
01-11-2015,0.7648,0.7654,0.762395,0.763685,fiat_cad_01112015,fiat_cad
02-11-2015,0.76372,0.76698,0.75957,0.765705,fiat_cad_02112015,fiat_cad
03-11-2015,0.76566,0.766555,0.758045,0.76044,fiat_cad_03112015,fiat_cad
04-11-2015,0.76047,0.76097,0.75835,0.75931,fiat_cad_04112015,fiat_cad
05-11-2015,0.759285,0.76004,0.750865,0.751565,fiat_cad_05112015,fiat_cad
06-11-2015,0.759285,0.76004,0.750865,0.751565,fiat_cad_06112015,fiat_cad
