date,type,qty_a,actif_a_id,price,qty_v,actif_v_id,destination,qty_f,actif_f_id,origin,value_f,value_a,id
03-02-25 03:07:00,Remboursement,43.47952193,tether,,,,Bitget Margin,,,,,1.0,227
03-02-25 09:56:00,Transfert,7938.496071,router-protocol-2,,,,Bitget,20.0,router-protocol-2,KuCoin,,0.02437,228
04-02-25 07:48:00,Swap,1.09740248,bittensor,30.1865911584235,33.12684,ordinals,Binance,,,,,361.0,229
04-02-25 21:09:00,Swap,3338.605,tether,1.27388535031847,4253.0,fetch-ai,Bitget Margin,3.338605,tether,,,1.0,230
09-02-25 21:50:00,Remboursement,2225.7374318,tether,,,,Bitget Margin,3.04369638,tether,,,1.0,231
26-02-25 22:27:00,Swap,23.04468435,injective-protocol,108.376403081433,2497.5,the-graph,Bitget,,,,,13.0,232
26-02-25 22:31:00,Swap,53.64414,tether,16.5289256198347,886.68,swarm-markets,MEXC,0.02682207,tether,,,1.0,233
26-02-25 22:37:00,Swap,70.4363688,tether,30.8641975308642,2173.962,atlas-navi,KuCoin,0.21129,tether,,,1.0,234
26-02-25 23:03:00,Swap,121.152897,tether,65.359477124183,7918.49,router-protocol-2,Bitget,0.12115289,tether,,,1.0,235
27-02-25 06:45:00,Swap,43.8036,akash-network,1.6,70.08576,tether,KuCoin,0.1401,tether,,,1.6,236
28-02-25 03:33:00,Swap,51.04,nosana,1.05,53.592,tether,MEXC,,,,,1.05,237
04-03-25 16:21:00,Swap,11.5,injective-protocol,10.5,120.75,tether,Bitget,0.0115,injective-protocol,,,10.5,238
07-03-25 15:12:00,Transfert,1352.159735,zelcash,,,,Binance,0.00004683,binancecoin,Ledger,602.35,0.32,239
07-03-25 15:23:00,Transfert,342.324691312,lukso-token-2,,,,KuCoin,0.00000757,lukso-token-2,Ledger,,1.04,240
07-03-25 15:45:00,Swap,593.46,tether,9.25925925925926,5495.0,the-graph,Binance,0.59346,tether,,,1.0,241
07-03-25 15:48:00,Swap,439.44875,tether,3.07692307692308,1352.15,zelcash,Binance,0.43944875,tether,,,1.0,242
07-03-25 15:50:00,Swap,2.068,aave,208.82,431.83976,tether,Binance,0.002068,aave,,,208.82,243
07-03-25 16:00:00,Swap,50.0,injective-protocol,12.0,600.0,tether,Binance,0.05,injective-protocol,,,12.0,244
07-03-25 16:30:00,Transfert,49.95,injective-protocol,,,,Keplr,0.01,injective-protocol,Binance,,12.0,245
07-03-25 16:35:00,Transfert,34.53318435,injective-protocol,,,,Keplr,0.01,injective-protocol,Bitget,,12.0,246
09-03-25 10:25:00,Transfert,1.09740248,bittensor,,,,Bittensor Wallet,0.0003,bittensor,Binance,,271.0,247
09-03-25 10:38:00,Mise en staking,1.00565,bittensor,,,,Bittensor Wallet,,,,,271.0,248
09-03-25 10:41:00,Retrait staking,5.35,bittensor,,,,Bittensor Wallet,,,,,271.0,249
09-03-25 10:41:00,Interets,0.317822,bittensor,,,,Bittensor Wallet,,,,,482.76,250
09-03-25 10:43:00,Mise en staking,5.7,bittensor,,,,Bittensor Wallet,,,,,271.0,251
10-03-25 11:20:00,Transfert,1106.48526682,tether,,,,Bitget,,,Bitget Margin,,1.0,252
12-03-25 14:16:00,Depot,5000.0,fiat_eur,,,,Bitget,,,,,1.08886796,253
23-03-25 13:31:00,Swap,472.8944,tether,25.7731958762887,12188.0,truefi,Binance,0.4728944,tether,,,1.0,254
23-03-25 13:35:00,Transfert,472.69466975,tether,,,,MEXC,,,Binance,,1.0,255
23-03-25 14:24:00,Swap,3572.09,syrup,0.13227,472.4803443,tether,MEXC,0.236243915,tether,,,0.13227,256
23-03-25 15:03:00,Transfert,1.001,algorand,,,,Pera Wallet,0.001,algorand,Ledger,,0.19,257
23-03-25 15:17:00,Transfert,1441.76,realio-network,,,,Pera Wallet,0.001,algorand,Ledger,0.19,0.24,258
23-03-25 15:25:00,Swap,331.9647,usd-coin,4.34311238514216,1441.76,realio-network,Pera Wallet,0.014,algorand,,0.19,1.0,259
23-03-25 15:31:00,Transfert,331.965,usd-coin,,,,MEXC,0.001,algorand,Pera Wallet,0.19,1.0,260
23-03-25 15:35:00,Swap,331.993196,tether,0.999900009999,331.96,usd-coin,MEXC,,,,,1.0,261
23-03-25 15:37:00,Swap,2479.05,syrup,0.13385,331.8208425,tether,MEXC,0.00375324,tether,,,0.13385,262
28-03-25 13:28:00,Swap,4.0,bittensor,255.4,1021.6,tether,Bitget,0.004,bittensor,,,255.4,263
28-03-25 13:42:00,Swap,1020.1788,tether,0.00391696043869957,3.996,bittensor,Bitget,1.0201788,tether,,,1.0,264
30-03-25 11:04:00,Swap,589.8716,tether,1.18483412322275,698.9,theta-token,Binance,0.5898716,tether,,,1.0,265
30-03-25 11:09:00,Swap,65.68,injective-protocol,8.97,589.1496,tether,Binance,0.06568,injective-protocol,,,8.97,266
30-03-25 11:35:00,Swap,0.00009024,binancecoin,6648.93617021277,0.6,the-graph,Binance,0.0000018,binancecoin,,,610.0,267
30-03-25 11:35:00,Swap,0.00389363,binancecoin,609.558843547024,2.3733966,usd-coin,Binance,0.00007787,binancecoin,,,609.558843547024,268
30-03-25 11:35:00,Swap,0.00001082,binancecoin,49.3160813308688,0.0005336,gmx,Binance,0.00000021,binancecoin,,,610.0,269
30-03-25 11:35:00,Swap,0.000004,binancecoin,2433.75,0.009735,zelcash,Binance,0.00000008,binancecoin,,,610.0,270
30-03-25 11:35:00,Swap,0.00002312,binancecoin,2445.39057093426,0.05653743,mina-protocol,Binance,0.00000046,binancecoin,,,610.0,271
30-03-25 11:35:00,Swap,0.00000197,binancecoin,274111.675126904,0.54,hamster-kombat,Binance,0.00000003,binancecoin,,,610.0,272
30-03-25 11:35:00,Swap,0.00006695,binancecoin,298.730395817774,0.02,frax-share,Binance,0.00000133,binancecoin,,,610.0,273
30-03-25 11:35:00,Swap,0.00001422,binancecoin,16990.1547116737,0.2416,truefi,Binance,0.00000028,binancecoin,,,610.0,274
30-03-25 11:35:00,Swap,0.00013211,binancecoin,722.413367648172,0.09543803,theta-token,Binance,0.00000264,binancecoin,,,610.0,275
30-03-25 11:35:00,Swap,0.00003769,binancecoin,774.741310692491,0.0292,havven,Binance,0.00000075,binancecoin,,,610.0,276
30-03-25 11:35:00,Swap,0.0000266,binancecoin,891.390977443609,0.023711,cardano,Binance,0.00000053,binancecoin,,,610.0,277
30-03-25 11:39:00,Swap,4.804,bittensor,230.0,1104.92,tether,Bitget,0.004804,bittensor,,,230.0,278
30-03-25 11:59:00,Swap,0.01528016,aave,0.275872111286793,0.00421537,binancecoin,Binance,,,,,166.4,279
30-03-25 12:26:00,Swap,0.11150231,bitget-token,2865808.8849996,319544.31069598,htx-dao,Bitget,0.00223005,bitget-token,,,4.65,280
30-03-25 12:26:00,Swap,0.00404278,bitget-token,12.3306239765706,0.04985,origintrail,Bitget,0.00008086,bitget-token,,,4.65,281
30-03-25 12:26:00,Swap,0.00000026,bitget-token,256.538461538462,0.0000667,ankr,Bitget,0.00000001,bitget-token,,,4.65,282
30-03-25 12:26:00,Swap,0.00001462,bitget-token,415.253077975376,0.006071,router-protocol-2,Bitget,0.0000003,bitget-token,,,4.65,283
30-03-25 12:26:00,Swap,0.00000279,bitget-token,956.989247311828,0.00267,nervos-network,Bitget,0.00000006,bitget-token,,,4.65,284
11-04-25 16:23:00,Swap,1178.1545,tether,0.00407331975560081,4.799,bittensor,Bitget,1.1781545,tether,,,1.0,285
18-04-25 16:10:00,Swap,2.5574,aave,35.7667990396496,91.470011864,livepeer,Bitget,,,,,139.0,286
18-04-25 16:24:00,Swap,35.0,injective-protocol,18.5714264489714,649.999925714,immutable-x,Bitget,,,,,7.95,287
19-04-25 21:56:00,Transfert,35.0,injective-protocol,,,,Keplr,0.01,injective-protocol,Bitget,,8.31,288
15-05-25 08:30:00,Swap,1.48,dtao-64-chutes,0.22972972972973,0.34,bittensor,Bittensor Wallet,,,,,99.0,289
15-05-25 08:31:00,Swap,2.03,dtao-56-gradients,0.0985221674876847,0.2,bittensor,Bittensor Wallet,,,,,42.5,290
15-05-25 08:32:00,Swap,2.99,dtao-19-nineteen.ai,0.0501672240802676,0.15,bittensor,Bittensor Wallet,,,,,21.8,291
29-06-25 14:13:00,Swap,1893.03325,tether,1.6117853746595103,3051.14,syrup,MEXC,0.946516626,tether,,,1,292
02-07-25 18:50:00,Swap,1,bittensor,335.9,335.9,tether,Bitget,0.001,bittensor,,,335.9,293
