index,total_fiat_usd,total_fiat_eur,total_fiat_cad,total_fiat_chf,cash_in_fiat_usd,cash_in_fiat_eur,cash_in_fiat_cad,cash_in_fiat_chf,cash_in_fiat_usd_percent,cash_in_fiat_eur_percent,cash_in_fiat_cad_percent,cash_in_fiat_chf_percent
2024-02-29,32013.93696509515,29533.697083982315,43411.96559078324,28279.114334886668,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.5297624543639103,1.5068810703852626,1.5168032870658357,1.5221732333453577
2024-03-01,33759.825997481355,31144.32553873813,45779.44931144879,29821.323767506743,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.6131884789150965,1.5890592522428841,1.5995225797933406,1.6051853775995004
2024-03-02,34218.52051933209,31567.483273982998,46401.45437196277,30226.50588685513,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.6351068595976948,1.6106497892899179,1.6212552819992845,1.62699502019999
2024-03-03,34589.319986180555,31863.11211372983,46954.89036337549,30609.882244928613,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.6528252396613963,1.625733491855421,1.6405921979746714,1.6476309292191407
2024-03-04,34642.79038785578,31908.840899579784,47084.6822486504,30603.442069148823,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.655380283515943,1.6280666857516355,1.645127094184514,1.6472842753927885
2024-03-05,33100.86250540237,30370.550055420103,44730.2908141814,29196.682166145405,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.5817003926457307,1.5495793447587474,1.562865242682438,1.5715629410986078
2024-03-06,37468.16278468331,34222.50080804803,50429.57116568859,32885.70431667608,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.790388627443632,1.7461152426074236,1.761996681524986,1.7701310683835751
2024-03-07,39055.65100140005,35703.780123413955,52680.376871737535,34280.091460094314,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.866245585409351,1.821693716712135,1.8406392734238057,1.8451864170588235
2024-03-08,40231.12530001542,36778.37175925643,54265.92025576354,35311.833741488634,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.9224147610422047,1.8765219960786075,1.8960377651517808,1.900721766074746
2024-03-09,43325.305645456756,39607.00044379343,58439.518250612724,38027.67082309183,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,2.070267895277076,2.0208455126284304,2.0418622416832615,2.046906489640974
2024-03-10,42227.04067599609,38650.338363809184,56933.544575221575,37053.7775266174,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,2.0177881107052547,1.9720342860832276,1.9892438957967788,1.9944849643247073
2024-03-11,43229.39876903655,39563.81162223635,58320.77380188004,37924.683644291305,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,2.065685055658727,2.0186419138892835,2.037713340160203,2.0413630230001347
2024-03-12,42486.75965206757,38807.42745505391,57228.54729166368,37339.50841681028,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,2.0301985911379856,1.9800493536613768,1.9995512173820456,2.009864933719823
2024-03-13,43320.53483210266,39803.86349253702,58624.446623049815,38283.396886731025,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,2.070039925466495,2.0308899442743056,2.048323593049574,2.060671396297196
2024-03-14,43519.69123396425,39969.59206660812,58939.82222307669,38451.410779162805,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,2.079556467791366,2.0393458192830978,2.059342738123316,2.069715040552148
2024-03-15,41297.067521412624,37928.277880101974,55929.66652637565,36487.632660440024,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.9733500268482378,1.93519300368375,1.9541686462986079,1.9640112178245221
2024-03-16,37838.770339492556,34752.08972970056,51246.006892828926,33432.08695760999,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,1.8080978371315546,1.7731361576948457,1.7905227428942818,1.79954107823555
2024-03-17,42225.030071519075,38836.18460305638,57148.118168986526,37488.37401475481,20927.390964374823,19599.222303875293,28620.695881244472,18578.11825578894,2.017692035447692,1.981516613308551,1.9967410438275353,2.0178778872329244
2024-03-18,40624.72337207825,37386.66437091344,55112.767761122006,36078.79517946559,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.800470657811157,1.7719273338075563,1.7873510057015614,1.8011841720755375
2024-03-19,37838.16088545936,34643.985428913526,51051.93260042818,33554.88040212775,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.6769713801086796,1.6419390648094547,1.65565488330913,1.6751812020208203
2024-03-20,42240.74148351,38896.42671458959,57153.91165046612,37912.80520529908,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.872091901000324,1.8434819699144993,1.853546929651771,1.892744597348255
2024-03-21,41878.55588062193,38748.81416085007,56986.1555887574,37583.849408690825,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.856039987373515,1.8364859267214166,1.848106466800999,1.876321932145163
2024-03-22,40769.20242720163,37722.366856224384,55476.60524323589,36588.261756308275,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.8068739087831183,1.7878378307657277,1.79915054537242,1.826618589434708
2024-03-23,40894.11051655284,37837.94009507374,55646.573659395064,36700.36034044965,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.812409782781332,1.7933153823050185,1.8046627566421631,1.832214956898288
2024-03-24,42521.0528802423,39235.11223090408,57770.02999869885,38243.51565430796,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.8845151842370895,1.8595338465400393,1.8735281389809417,1.909254861156449
2024-03-25,44833.03432433124,41392.490512899065,60902.03671035963,40527.952563295206,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.9869812296882945,1.961782004046269,1.9751016141185833,2.0233022283732707
2024-03-26,45471.97159945406,41995.57767917218,61695.39183688003,41096.434245351484,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,2.015298661058944,1.9903651005211516,2.0008307534971546,2.051682893601732
2024-03-27,45365.52756916905,42053.4016548343,61425.9587418001,40905.95982864966,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,2.010581106394706,1.9931056467760575,1.9920928233763575,2.042173720614051
2024-03-28,45628.043692870306,42274.80607500121,61793.12526120031,41149.163041606625,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,2.0222157106133603,2.0035990285880163,2.004000326381003,2.0543153061519552
2024-03-29,44087.34945073259,40847.33855643608,59706.594597416835,39759.70442282969,22563.390964374823,21099.434303875292,30834.887822993358,20030.597502914614,1.9539327896388354,1.9359447257282025,1.9363324731440745,1.9849484977691918
2024-03-30,45711.68451663554,42352.30007470957,61906.398316136976,41224.59362366745,24716.390964374823,23097.60180387529,33750.6516366445,21972.25751851643,1.8494481893623733,1.8336232667931676,1.8342282389867282,1.8762111079813588
2024-03-31,46846.22107308914,43605.868951316785,63576.3331384802,42364.29091566623,24716.390964374823,23097.60180387529,33750.6516366445,21972.25751851643,1.8953503826918474,1.8878959522109624,1.883706833957917,1.9280809393374827
2024-04-01,44860.281078267355,41654.547131060914,60860.50885669157,40734.30347889053,24716.390964374823,23097.60180387529,33750.6516366445,21972.25751851643,1.8150012735648622,1.8034143754297538,1.8032395199923419,1.8538970537989996
2024-04-02,40720.450534646436,37578.511212194826,55081.22840418574,36764.58155890794,24716.390964374823,23097.60180387529,33750.6516366445,21972.25751851643,1.64750794698705,1.6269442832757617,1.6320048868147405,1.6732273198566758
2024-04-03,44512.998989058964,41073.50378232691,60287.12533223941,40122.94676839502,27951.390964374823,26097.889803875292,38126.530870493654,24892.98702375298,1.592514628191226,1.5738247073228073,1.5812381550532302,1.6118172853305857
2024-04-04,45216.79817133506,41722.150818756054,61454.65416918904,40786.561825815035,27951.390964374823,26097.889803875292,38126.530870493654,24892.98702375298,1.617694025637783,1.5986790936852184,1.6118606326375515,1.6384760007666557
2024-04-05,43756.76954128356,40374.962668195505,59470.31299144924,39469.583393122586,27951.390964374823,26097.889803875292,38126.530870493654,24892.98702375298,1.565459464863603,1.547058515903466,1.5598144293131495,1.5855704000271469
2024-04-06,45553.302893908505,42032.6482744413,61912.00148674324,41090.09660109732,27951.390964374823,26097.889803875292,38126.530870493654,24892.98702375298,1.6297329514644916,1.6105765098371994,1.623856146184475,1.6506695866546268
2024-04-07,50409.28215589277,46420.80646446586,68419.29252805185,45641.35772151473,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.5614618120977477,1.5422301716844877,1.5544822354563408,1.5847392236477207
2024-04-08,52351.437875432704,48219.06408347858,71047.61874931493,47300.88579470326,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.6216214069086874,1.6019733637513005,1.61419765005614,1.6423606302319222
2024-04-09,49203.89975534555,45802.1724104234,67318.68459228298,44918.24956440561,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.524124272126269,1.521677402871518,1.5294764889608838,1.559631779068563
2024-04-10,48858.38012127444,45550.50262094166,66880.73059460177,44462.38419583248,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.513421566377285,1.5133162223535248,1.519526200318782,1.5438034214923395
2024-04-11,47688.28255737,44812.65451701326,65683.62541130533,43603.705449397676,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.47717699822781,1.4888028264290134,1.4923280421290568,1.5139887543150212
2024-04-12,42895.07129520688,40308.47636675237,59081.67884964379,39221.04034124112,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.3287040181913417,1.3391613192894996,1.342332210977671,1.3618157768285513
2024-04-13,38672.70534028626,36340.72125721102,53265.988100059585,35360.32673352345,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.1979133599367593,1.2073412991337946,1.210200064866545,1.2277657706312852
2024-04-14,43182.69895745194,40643.30524570056,59537.29666478508,39361.12712489581,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.3376134807246443,1.3502852794012323,1.3526838204963485,1.3666798087472949
2024-04-15,40708.28486797214,38336.77214319415,56296.50585734042,37167.69065607449,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.260966820768435,1.273655741622793,1.2790532471176854,1.2905202687982469
2024-04-16,41414.86858459959,38804.1269250802,57041.73788759593,37720.692558848736,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.282853732134319,1.2891825861651731,1.2959848742877604,1.309721358551654
2024-04-17,39366.26316870899,36984.81117702063,54198.49404022798,35916.81249654118,32283.390964374823,30099.791403875293,44014.200334664085,28800.54777495718,1.2193967855529866,1.228739783633813,1.2313865440727567,1.2470878254535065
2024-04-18,46389.608321655425,43532.157503148745,63786.38917266116,42237.83985327751,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.2333925210475534,1.2402470147139117,1.2421969502252985,1.2547750007067742
2024-04-19,45927.59673078865,43098.60434179334,63151.11648544705,41817.17728915151,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.2211087001353094,1.2278949273161777,1.2298254426849873,1.2422782236217698
2024-04-20,50167.912578869735,47077.73035816011,68981.61272558109,45677.99414444182,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3338489030195226,1.3412616760837384,1.34337042840584,1.3569729260297037
2024-04-21,49639.29887964294,46593.04556087306,68004.62898271493,45269.233430435816,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.319794285902929,1.327452829764348,1.3243443282997034,1.3448297215716283
2024-04-22,51186.73113976373,47827.33885835301,69937.73810239753,46677.02989632983,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3609369349899172,1.3626182951417571,1.3619903258874089,1.3866516475418809
2024-04-23,52696.12181337325,49252.39439712618,72210.70333656261,48225.82862864134,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4010681461711043,1.403218646218708,1.4062547923115114,1.4326623795580455
2024-04-24,50634.780686922044,47189.91676320787,69153.358581448,46189.08158442148,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3462618475047323,1.3444579076038947,1.3467150632274512,1.3721559880681364
2024-04-25,50704.08713774945,47417.13157684271,69311.43496972066,46369.045110380015,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3481045459280119,1.3509313403596455,1.349793494378075,1.3775022305416205
2024-04-26,48755.88869202247,45595.22752031428,66648.28812098104,44587.41158311687,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.296306449772188,1.2990246305430895,1.2979305039123228,1.3245745898716312
2024-04-27,48897.07115264246,45727.25765219247,66841.28161500732,44716.52338168841,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3000601652557155,1.3027862170645563,1.3016889221705477,1.328410161428004
2024-04-28,48214.5546987378,44976.263711509135,65864.6285287221,43901.85588579657,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.2819136294216344,1.2813901263026093,1.2826692613785302,1.3042085353201256
2024-04-29,47890.1876603304,44899.43621410862,65983.07739834306,44033.10760009966,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.2732894591878179,1.2792012829333819,1.2849759733042125,1.3081076781380234
2024-04-30,44905.35129514428,41915.90868754833,61694.19167590955,41123.43462944717,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.1939295554816953,1.1941994975781414,1.2014528136870328,1.2216689559758704
2024-05-01,45639.916995008294,42553.90761478415,62411.42797854199,41564.51618324147,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.2134599605273313,1.212376319272257,1.2154205074109903,1.23477232747632
2024-05-02,46563.21818554185,43262.30436267012,63727.61364457046,42140.947187667975,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.2380084062736771,1.2325588005043224,1.241052336418354,1.2518965747507826
2024-05-03,49424.4268333191,45920.679023802935,67643.5371216696,44730.416885368526,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3140813345651983,1.308296862354866,1.317312307607522,1.3288229008377512
2024-05-04,50500.09290066877,46920.09003128196,69115.72126662028,45703.923200055,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3426808104093257,1.3367704457835858,1.3459821018809934,1.3577432099951803
2024-05-05,53227.8277482851,49421.39212668761,72737.47266703805,48240.26658596244,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.415204978691217,1.4080334530558565,1.4165132700882916,1.4330912932518025
2024-05-06,52432.287309633786,48752.45221634413,71964.54402661842,47628.26260225712,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3940533961984334,1.388975111489246,1.4014610056111145,1.4149102664342863
2024-05-07,51435.55749453216,47853.70748898186,70586.33643186014,46701.009183508104,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3675526529516409,1.363369547027611,1.3746213413317663,1.387364009021317
2024-05-08,49443.11567439919,45857.94178560092,67617.29120428761,44791.71955700229,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3145782276765907,1.3065094555996226,1.3168011860508602,1.3306440417888459
2024-05-09,53516.6220283776,49686.76609757641,73172.11576523502,48512.33238155798,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.422883351457756,1.4155940540932344,1.4249776515655892,1.4411736516310791
2024-05-10,52775.671454006326,48998.84080477432,72159.03012661861,47840.66740757765,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4031831873486142,1.3959948120689385,1.4052484913649719,1.421220253892736
2024-05-11,52602.154323334136,48837.74122937399,71921.78391989681,47683.37570272005,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3985697676844346,1.391405026519084,1.4006282813442321,1.4165475315243703
2024-05-12,51850.64257628265,48054.79436906983,70863.25348678781,47094.56269019941,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.378588806390998,1.369098585444997,1.3800141143913198,1.3990554473939265
2024-05-13,52664.43334131989,48674.12830303692,71890.94864764647,47741.562159267065,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4002256229024654,1.3867436346860815,1.4000277851937906,1.4182760979309035
2024-05-14,50628.33411299337,46517.14852624393,68867.09575193613,45675.5101679335,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3460904479961426,1.3252904956182032,1.3411402875050007,1.3568991336284868
2024-05-15,54375.514883687996,50036.36160527827,74047.28752366154,49272.37500447457,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4457193283596452,1.4255541573744297,1.4420210318751094,1.4637525166019245
2024-05-16,53986.312046410196,49666.79121448632,73484.75763810497,49080.91954271368,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4353713240104722,1.4150249624023403,1.431066141383386,1.4580648789764958
2024-05-17,55566.084196412274,51120.163570671015,75635.1022192746,50517.14785413114,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4773738160613092,1.456432069915801,1.4729426532115122,1.5007314402100738
2024-05-18,55295.84112795365,50871.54303058378,75267.25441422379,50271.460052960516,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4701886771571249,1.4493487802208795,1.4657790650619416,1.493432702586218
2024-05-19,53466.290701985345,49246.82291465749,72846.32773173654,48686.93748388024,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4215451577589393,1.403059912654932,1.4186331491273612,1.4463607094482138
2024-05-20,58753.90765833021,54131.11079632413,80225.4460351879,53524.80211564251,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5621306777508281,1.5422150524800653,1.5623365060784336,1.5900809285177913
2024-05-21,60644.68970297261,56036.7848821162,83048.18271237699,55533.90447421097,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.6124022044389352,1.5965084009259887,1.6173074009225052,1.6497660691914118
2024-05-22,59993.340923308235,55469.26746857154,82369.4003848564,54851.80681180381,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5950843450627339,1.5803396232150284,1.6040885724537777,1.6295027437514245
2024-05-23,59593.12803549619,54940.74569043053,81429.17582462859,54510.812437852976,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5844436089040759,1.5652818453526915,1.5857783326613912,1.6193726988130122
2024-05-24,59277.92447718425,54650.14979273541,80998.47572855302,54222.49056898494,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.576063074437523,1.5570026624388096,1.5773907384936354,1.6108074153025536
2024-05-25,59679.58644233831,55020.454366576596,81547.31422488291,54589.89736180996,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5867423382152044,1.567552774553244,1.5880789984053507,1.6217221036561276
2024-05-26,60206.00605294826,55447.50147625597,82081.5635563515,55011.28994357635,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.6007386195840207,1.5797195021702648,1.59848314416149,1.6342405676429337
2024-05-27,61325.546270230596,56486.359824099956,83680.3273092639,55954.98665142667,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.6305046077215708,1.6093169546863946,1.629617991011384,1.6622753118763793
2024-05-28,60155.703244485805,55694.56832190149,82523.20547151168,54937.21700151217,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5994011841110785,1.5867585265449347,1.6070838228833821,1.6320400555842252
2024-05-29,59047.709860909585,54511.28105178042,80784.3567248705,53339.33430372494,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5699421996075353,1.5530462414552173,1.5732209151691052,1.5845711682024355
2024-05-30,57643.690465286556,53134.681401550944,78550.76101777847,52017.71454831369,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5326125672907487,1.513826416282761,1.5297231437577834,1.5453093253787769
2024-05-31,57748.999730642514,53231.753157681655,78694.26541295447,52112.74571755983,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5354124973825578,1.5165920259529329,1.532517795161377,1.548132451179533
2024-06-01,57917.589034691286,53387.15505658914,78924.00119193732,52264.88084671484,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5398948975205495,1.5210194826253236,1.5369917446623853,1.5526519852621499
2024-06-02,56988.25408927915,52262.18472463079,77663.95116966823,51050.105784433814,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5151860281705063,1.4889686683335637,1.5124531194933524,1.5165642169262896
2024-06-03,57088.458735908906,52474.868313762876,78077.16121325652,50818.70144511753,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5178502382425205,1.4950281012132833,1.5205001066736181,1.509689803342693
2024-06-04,58329.342294186616,53664.30431967709,79877.49463417477,52116.06502223567,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5508424655029551,1.5289155660241336,1.555560386991411,1.5482310589810078
2024-06-05,59842.21130311289,54952.534760154354,81804.17932704453,53219.331584126296,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.591066157584943,1.5656177202408168,1.5930812731956792,1.5810062033961796
2024-06-06,58573.4202376571,54226.1127763751,80629.665135463,52513.14117980204,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.5573319341775296,1.5449216934762438,1.5702084006957222,1.5600271460352164
2024-06-07,54705.847801320895,50645.590787858295,75305.73033425685,49045.72581378145,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.454502117540343,1.4429113185699625,1.4665283576797254,1.4570193659625914
2024-06-08,52902.19928492282,48975.80870133665,72822.90492796863,47428.691179367874,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4065472700818569,1.395338619057391,1.4181770058061351,1.4089815249748088
2024-06-09,54233.54813063528,50375.771545668016,74610.39239862328,48623.16431603014,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.4419447603521185,1.4352240701349486,1.452987119898074,1.4444661765598805
2024-06-10,52141.669757429314,48546.328657085556,71737.97320909053,46802.86674753769,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.386326546838362,1.3831025762487363,1.3970486916019085,1.390389929035721
2024-06-11,50569.62166748742,46783.8708391809,69400.3714566878,45228.17428448924,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3445294197012423,1.332889511411384,1.3515254725368524,1.3436099624631348
2024-06-12,52468.543542137486,48860.67155454955,72085.04752515901,46896.32250240207,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3950173656655036,1.3920583198308927,1.403807730050609,1.3931662534236005
2024-06-13,48908.06530872376,45696.514284788806,67154.6572227049,43534.97828837279,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.3003524744684143,1.3019103273354087,1.3077917009797264,1.293309567968437
2024-06-14,47456.4728076721,44340.24069184896,65161.50545479424,42242.859133424805,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.2617579831764918,1.263269598934633,1.26897641327418,1.254924110303104
2024-06-15,47873.74542742727,44730.11308015405,65734.45389532641,42614.28978247429,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.272852298197981,1.2743772052066125,1.2801341981040892,1.2659583368294263
2024-06-16,48314.96050123636,45011.98131252339,66307.04586016202,42978.913496124966,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.284583187763512,1.282407733758143,1.2912850408099992,1.2767903472291775
2024-06-17,44631.702799185405,41559.615985534685,61226.96572379009,39462.33431552342,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.186653874127127,1.184048588792956,1.1923539030837398,1.1723220396842704
2024-06-18,42399.332667297036,39464.73497458676,58113.518688172255,37503.942988949464,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.127300309298779,1.124364666170442,1.131721619888282,1.1141433902381317
2024-06-19,44913.863042275145,41965.37574260007,61481.20274632821,40035.17644115588,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.194155863174993,1.1956088319845548,1.1973049977941856,1.1893396708200532
2024-06-20,44616.53819952974,41726.166636611655,61096.36666077347,39899.249885559984,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.1862506824538912,1.1887936774732477,1.1898105743284093,1.1853016507772105
2024-06-21,44192.43828306624,41329.540979421705,60515.61869056608,39519.98987960102,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.1749748453846052,1.1774936681122783,1.1785008989133547,1.1740348346734915
2024-06-22,43919.305680046935,41074.102593401985,60141.60021368535,39275.735474854846,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.1677128804315404,1.1702161355047713,1.1712171410876604,1.1667786794829644
2024-06-23,42155.87738566084,39273.954597310214,57577.411202006166,37641.02468037345,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.1208273957639725,1.1189292637701334,1.1212812878214231,1.1182157263247052
2024-06-24,43629.90350159384,40721.18897323562,59588.63333937986,39039.10048058004,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.1600183450518942,1.1601614979915362,1.1604484837965483,1.159748876913992
2024-06-25,45818.34897865396,42900.67413100436,62782.92245530078,41117.39698173248,37611.39096437482,35099.586603875294,51349.65849102444,33661.68422983109,1.218204054778317,1.222255823556274,1.222655112034967,1.2214895933606946
2024-06-26,46984.92302499485,43895.55393878328,64372.60823548048,42232.310017208314,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.1861467593312123,1.1873744162613418,1.1900980307764204,1.191102569332755
2024-06-27,48022.90939871925,44826.34288741751,65689.42275424622,43154.05333158335,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.2123509987798577,1.212552250583432,1.2144428322166259,1.217099035772077
2024-06-28,46284.04116979606,43203.219581443336,63310.8652775368,41591.48219153601,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.1684528122585345,1.1686467769074647,1.1704689022064356,1.1730289269166243
2024-06-29,45315.38725274116,42299.04252993173,61985.866074933874,40721.03632892967,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.1439988889432418,1.1441887942098836,1.145972785224043,1.1484792325477153
2024-06-30,47376.678455086854,44111.95282640465,65076.96110642279,42770.50853807849,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.1960367283667437,1.1932280046048755,1.20311985772514,1.2062816973690464
2024-07-01,46838.503581227815,43589.35319413685,64069.30153643725,42338.74207364123,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.1824503619010205,1.1790916883354021,1.184490603717815,1.19410433494361
2024-07-02,46740.837819149674,43328.300844626865,63750.83583724279,42136.00456073027,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.1799847640085865,1.1720302241710507,1.17860292242184,1.188386410150247
2024-07-03,43471.58508045813,40207.16532751702,59178.02458576638,39127.10677922669,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.0974516173783202,1.0876035310287528,1.0940624041071758,1.1035247041022425
2024-07-04,39119.95608257209,36093.847876598105,53369.653591503535,35040.85065752913,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,0.9875935969467795,0.9763383237598406,0.9866792939339097,0.988277629918461
2024-07-05,38455.98300101157,35481.236161252185,52463.82401229409,34446.11119661376,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,0.970831421587735,0.9597671812947484,0.9699326368077501,0.9715038446414722
2024-07-06,41639.68595168854,38418.66507204803,56807.21139384521,37297.843938775666,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,1.0512048412825972,1.0392246120662003,1.0502316476972,1.0519329330540013
2024-07-07,38086.50346736661,35186.43730471223,51926.10991153974,34187.42737522248,39611.39096437482,36968.586603875294,54090.1728855763,35456.48469288961,0.9615038134263034,0.9517928743595447,0.9599915685495316,0.9642080333496338
